doc_id,sentence_id,corpus,date,findspot,translation,transliteration,normalized_transliteration,lemma_forms,mdc,semantic_text
D089776,IBUBd8SMKR6AUUeSoohS5A8hayk,tb,TIP - Roman times,Upper Egypt (South of Assiut),"Ihr sollt euer Herz nicht zu irgendeiner schlechten Rede gegen mich verleiten (""entstehen lassen/erziehen"")!","jmi̯ =ṯn sḫpr jb =ṯn m md,t nb ḏw r =j",jmi tn shpr jb tn m mdt nb dw r j,jmi̯ | =ṯn | sḫpr | jb | =ṯn | m | mdw.t | nb | ḏw | r | =j,"jmi =Tn sxpr jb =Tn m md,t nb Dw r =j","Translation: Ihr sollt euer Herz nicht zu irgendeiner schlechten Rede gegen mich verleiten (""entstehen lassen/erziehen"")! | Transliteration: jmi̯ =ṯn sḫpr jb =ṯn m md,t nb ḏw r =j | Corpus: tb | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D086832,IBUBdxubXbJ0QkpQg9DagXvFSVc,tb,TIP - Roman times,Upper Egypt (South of Assiut),Er betet Re und Osiris an.,"jw dwꜣ =f Rꜥ(,w) Wsjr",jw dwa f raw wsjr,jw | dwꜣ | =f | Rꜥw | Wsjr,"jw dwA =f ra(,w) wsjr","Translation: Er betet Re und Osiris an. | Transliteration: jw dwꜣ =f Rꜥ(,w) Wsjr | Corpus: tb | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D087149,IBUBd2vG16jWOk2Pq4YATDOy2zg,tb,TIP - Roman times,Upper Egypt (South of Assiut),"Oh Re, in jenem deinem Namen ""Re"", wenn du an den auf den Kopf gestellten ""Dortigen"" (Toten) vorübergehst, so sollst du mich auf meine Füße aufstellen!","j Rꜥ,w m rn =k pwy n(,j) Rꜥ,w jr swꜣ =k ḥr n,tj.w-jm m-sḫd kꜣ sꜥḥꜥ =k wj ḥr rd.du =j",j raw m rn k pwy nj raw jr swa k hr ntj.w-jm m-shd ka saha k wj hr rd.du j,j | Rꜥw | m | rn | =k | pwy | n.j | Rꜥw | jr | swꜣi̯ | =k | ḥr | n.tj-jm | kꜣ | sꜥḥꜥ | =k | wj | ḥr | rd | =j,"j ra,w m rn =k pwy n(,j) ra,w jr swA =k Hr n,tj.w-jm m-sxd kA saHa =k wj Hr rd.du =j","Translation: Oh Re, in jenem deinem Namen ""Re"", wenn du an den auf den Kopf gestellten ""Dortigen"" (Toten) vorübergehst, so sollst du mich auf meine Füße aufstellen! | Transliteration: j Rꜥ,w m rn =k pwy n(,j) Rꜥ,w jr swꜣ =k ḥr n,tj.w-jm m-sḫd kꜣ sꜥḥꜥ =k wj ḥr rd.du =j | Corpus: tb | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D057555,IBUBd9LQJs5JQEIAhburQ6GoGSA,sawlit,NK,Upper Egypt (South of Assiut),"Sei Schreiber,","jri̯ zẖꜣ,w",jri zhaw,jri̯ | zẖꜣ.w,"jri zXA,w","Translation: Sei Schreiber, | Transliteration: jri̯ zẖꜣ,w | Corpus: sawlit | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D058958,IBUBdynd11QQoUA6ihs7iILjMQI,sawlit,MK & SIP,Upper Egypt (South of Assiut),"Mögen sie ein Totenopfer geben (bestehend aus) Brot, Bier, Rindern, Geflügel, Weihrauch, Salböl und jeder guten und reinen Sache, von der ein Gott lebt, für den Ka des Ersten Vorlesepriesters des Horus Behdeti, Jeb [Filiationsangabe in Zl. 4.bis?];","ḏi̯ =sn pr,t-ḫrw 〈tʾ〉 ḥnq,t kꜣ.pl ꜣpd.pl snṯ(r) mrḥ,t.pl ḫ,t nb.t nfr.t wꜥb.t ꜥnḫ.t nṯr jm n kꜣ n ẖr,j-ḥb-tp(,j)-n-Ḥr-Bḥd,tj Jb",di sn prt-hrw ta hnqt ka.pl apd.pl sntr mrht.pl ht nb.t nfr.t wab.t anh.t ntr jm n ka n hrj-hb-tpj-n-hr-bhdtj jb,rḏi̯ | =sn | pr.t-ḫrw | tʾ | ḥnq.t | kꜣ | ꜣpd | snṯr | mrḥ.t | jḫ.t | nb | nfr | wꜥb | ꜥnḫ | nṯr | jm | n | kꜣ | n.j | ẖr.j-ḥꜣb.t-tp.j-n-Ḥr.w-Bḥd.tj | Jb,"Di =sn pr,t-xrw 〈tA〉 Hnq,t kA.pl Apd.pl snT(r) mrH,t.pl x,t nb.t nfr.t wab.t anx.t nTr jm n kA n Xr,j-Hb-tp(,j)-n-Hr-bHd,tj jb","Translation: Mögen sie ein Totenopfer geben (bestehend aus) Brot, Bier, Rindern, Geflügel, Weihrauch, Salböl und jeder guten und reinen Sache, von der ein Gott lebt, für den Ka des Ersten Vorlesepriesters des Horus Behdeti, Jeb [Filiationsangabe in Zl. 4.bis?]; | Transliteration: ḏi̯ =sn pr,t-ḫrw 〈tʾ〉 ḥnq,t kꜣ.pl ꜣpd.pl snṯ(r) mrḥ,t.pl ḫ,t nb.t nfr.t wꜥb.t ꜥnḫ.t nṯr jm n kꜣ n ẖr,j-ḥb-tp(,j)-n-Ḥr-Bḥd,tj Jb | Corpus: sawlit | Date: MK & SIP | Findspot: Upper Egypt (South of Assiut)"
D059029,IBUBd21TQ5eOdE4ouGGieDOcEWk,sawlit,NK,Upper Egypt (South of Assiut),"Liebster, mein Geliebter, mein Herz (sehnt sich) nach der Liebe (zu) dir, (nach) allem, was du hervorgebracht hast.","sn mry,t(j) =j jb =j m-sꜣ ={j} mrw,t.ṱ =k qmꜣm.yt.pl.n =k nb(.wt)",sn mrytj j jb j m-sa j mrwt.t k qmam.yt.pl.n k nb.wt,sn | mrw.tj | =j | jb | =j | m-sꜣ | =j | mrw.t | =k | qmꜣ | =k | nb,"sn mry,t(j) =j jb =j m-sA ={j} mrw,t.v =k qmAm.yt.pl.n =k nb(.wt)","Translation: Liebster, mein Geliebter, mein Herz (sehnt sich) nach der Liebe (zu) dir, (nach) allem, was du hervorgebracht hast. | Transliteration: sn mry,t(j) =j jb =j m-sꜣ ={j} mrw,t.ṱ =k qmꜣm.yt.pl.n =k nb(.wt) | Corpus: sawlit | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D062291,IBUBdwcEghMpeEvarSQfsTSarSs,sawlit,NK,unknown,"Wer (dem Gott) ergeben/loyal ist (?), ist nicht geholt worden an jenem Tag des Kommens.","n jni̯.t{j}〈w〉 〈n,tj〉 ḥr mw =f hrw pf n(,j) jwi̯.t",n jni.tjw ntj hr mw f hrw pf nj jwi.t,n | jni̯ | n.tj | ḥr | mw | =f | hrw | pf | n.j | jwi̯,"n jni.t{j}〈w〉 〈n,tj〉 Hr mw =f hrw pf n(,j) jwi.t","Translation: Wer (dem Gott) ergeben/loyal ist (?), ist nicht geholt worden an jenem Tag des Kommens. | Transliteration: n jni̯.t{j}〈w〉 〈n,tj〉 ḥr mw =f hrw pf n(,j) jwi̯.t | Corpus: sawlit | Date: NK | Findspot: unknown"
D041511,IBUBd2RQHKsuL0S3jSdM5yA7ltc,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),[Ich habe es dir unter deine Sohlen gebracht.],[jni̯.n] =[(j)] [n] =[k] [s] [ẖr] [kb.du] =[k],jni.n j n k s hr kb.du k,jni̯ | =j | n | =k | sj | ẖr | kb.wj | =k,[jni.n] =[(j)] [n] =[k] [s] [Xr] [kb.du] =[k],Translation: [Ich habe es dir unter deine Sohlen gebracht.] | Transliteration: [jni̯.n] =[(j)] [n] =[k] [s] [ẖr] [kb.du] =[k] | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)
D039215,IBUBdx9NYwQqeUB4lILZxqZNfsY,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Ihr Ba ist ja bei Teti, ihre Schatten sind von ihren Besitzern (entfernt) (?).","sk bꜣ =sn ḫr Ttj šw.w,t =sn m-ꜥ jr(,j).w =sn",sk ba sn hr ttj sw.wt sn m-a jrj.w sn,jsk | bꜣ | =sn | ḫr | Ttj | šw.t | =sn | m-ꜥ | jr.j | =sn,"sk bA =sn xr ttj Sw.w,t =sn m-a jr(,j).w =sn","Translation: Ihr Ba ist ja bei Teti, ihre Schatten sind von ihren Besitzern (entfernt) (?). | Transliteration: sk bꜣ =sn ḫr Ttj šw.w,t =sn m-ꜥ jr(,j).w =sn | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D092085,IBUBdWLh9aA5fUhWkTJEPosxkpY,tb,NK,Middle Egypt (from Kairo to Assiut),Horus hat es (Antlitz) mit Lapislazuli(-Farbe) konturiert.,"drf.n st Ḥr,w m ḫsbḏ",drf.n st hrw m hsbd,drf | st | Ḥr.w | m | ḫsbḏ,"drf.n st Hr,w m xsbD","Translation: Horus hat es (Antlitz) mit Lapislazuli(-Farbe) konturiert. | Transliteration: drf.n st Ḥr,w m ḫsbḏ | Corpus: tb | Date: NK | Findspot: Middle Egypt (from Kairo to Assiut)"
D050658,IBUBd3Fw6o7k2EqwopQnckKWjY8,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""'Herr der Unterwelt', 'Stier des Westens', 'Sproß des Re-Harachte'!""","nb-dwꜣ,t kꜣ-jmn,tt msṱ-n-Rꜥw-Ḥr,w-ꜣḥ,tj",nb-dwat ka-jmntt mst-n-raw-hrw-ahtj,Nb-dwꜣ.t | kꜣ-jmn.tjt | msṯ.w-n-Rꜥw-Ḥr.w-ꜣḫ.tj,"nb-dwA,t kA-jmn,tt msv-n-raw-Hr,w-AH,tj","Translation: ""'Herr der Unterwelt', 'Stier des Westens', 'Sproß des Re-Harachte'!"" | Transliteration: nb-dwꜣ,t kꜣ-jmn,tt msṱ-n-Rꜥw-Ḥr,w-ꜣḥ,tj | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D060290,IBUBd14iBjB7H03SmZ6sy87gKa8,sawlit,MK & SIP,Upper Egypt (South of Assiut),Der Mund ist verstummt.,rʾ gr,ra gr,rʾ | gr,rA gr,Translation: Der Mund ist verstummt. | Transliteration: rʾ gr | Corpus: sawlit | Date: MK & SIP | Findspot: Upper Egypt (South of Assiut)
D061976,IBUBd7xRkD4AEEVVpbYU4Vb6jPk,sawlit,MK & SIP,Upper Egypt (South of Assiut),"der spricht, indem sein Herz offen/kundig ist;",mdwi̯ jb =f pḫꜣ(.w),mdwi jb f pha.w,mdwi̯ | jb | =f | pḫꜣ,mdwi jb =f pxA(.w),"Translation: der spricht, indem sein Herz offen/kundig ist; | Transliteration: mdwi̯ jb =f pḫꜣ(.w) | Corpus: sawlit | Date: MK & SIP | Findspot: Upper Egypt (South of Assiut)"
D066940,IBUBd8Wa1Kl0mU79lTjXSARYEhM,sawlit,MK & SIP,Upper Egypt (South of Assiut),"an invocation offering of bread, beer, bulls and fowl of the king's acquaintance, one truly beloved of his lord, who fills the heart of the king with his splendour, his beloved of the day until nightfall,","pr,t-ḫrw ⸢tʾ⸣ ḥnq,t kꜣ ꜣpd n.t rḫ-nswt mr,y-nb≡f mꜣꜥ mḥ jb nswt m špss =f ḥz,y =f n hrw r ḫ(ꜣ)w(j)",prt-hrw ta hnqt ka apd n.t rh-nswt mry-nbf maa mh jb nswt m spss f hzy f n hrw r hawj,pr.t-ḫrw | tʾ | ḥnq.t | kꜣ | ꜣpd | n.j | jr.j-jḫ.t-nswt | mr.y-nb=f | mꜣꜥ | mḥ | jb | nswt | m | =f | ḥz.y | =f | n | hrw | r | ḫꜣwj,"pr,t-xrw ⸢tA⸣ Hnq,t kA Apd n.t rx-nswt mr,y-nb≡f mAa mH jb nswt m Spss =f Hz,y =f n hrw r x(A)w(j)","Translation: an invocation offering of bread, beer, bulls and fowl of the king's acquaintance, one truly beloved of his lord, who fills the heart of the king with his splendour, his beloved of the day until nightfall, | Transliteration: pr,t-ḫrw ⸢tʾ⸣ ḥnq,t kꜣ ꜣpd n.t rḫ-nswt mr,y-nb≡f mꜣꜥ mḥ jb nswt m špss =f ḥz,y =f n hrw r ḫ(ꜣ)w(j) | Corpus: sawlit | Date: MK & SIP | Findspot: Upper Egypt (South of Assiut)"
D077528,IBUBdQ1X6VaAxEToqciVQuAT8zc,sawlit,MK & SIP,Upper Egypt (South of Assiut),"one who performed an office like the one whose job it is,","jri̯ jꜣw,t mj jr(,j) =s",jri jawt mj jrj s,jri̯ | jꜣw.t | mj | jr.j | =s,"jri jAw,t mj jr(,j) =s","Translation: one who performed an office like the one whose job it is, | Transliteration: jri̯ jꜣw,t mj jr(,j) =s | Corpus: sawlit | Date: MK & SIP | Findspot: Upper Egypt (South of Assiut)"
D052970,IBUBdwTt4F9O70dShmBx9VcFZqo,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"Schu, er sagt: ""Oh Sohn meines Sohnes, ich bin dein Sohn, mögest du dich verjüngen durch meine Stimme, (denn) ich bin der, der die Atemluft an die Kehle gibt, die eng geworden ist, das Leben, es ist (so) an 〈deiner〉 Kehle, (denn) du bist der Herrscher der Götter, der Edle, der Vorsteher der Neunheit!""","Šw ḏd =f j sꜣ n sꜣ =j jnk sꜣ =k rnpi̯ =k m ḫrw =j jnk di ṯꜣw jw jḥyty gꜣu̯.ṱ ꜥnḫ j{m}〈w〉 =f r jḥty =〈k〉 ntk jty-m-nṯr.pl sr ḫnt,j-Psḏ,t",sw dd f j sa n sa j jnk sa k rnpi k m hrw j jnk di taw jw jhyty gau.t anh jmw f r jhty k ntk jty-m-ntr.pl sr hntj-psdt,Šw | ḏd | =f | j | zꜣ | n.j | zꜣ | =j | jnk | zꜣ | =k | rnpi̯ | =k | m | ḫrw | =j | jnk | rḏi̯ | ṯꜣw | r | ḥty.t | gꜣu̯ | ꜥnḫ | jw | =f | r | ḥty.t | =k | jntk | jty-(n)-nṯr.w | sr | ḫnt.j-psḏ.t,"Sw Dd =f j sA n sA =j jnk sA =k rnpi =k m xrw =j jnk di TAw jw jHyty gAu.v anx j{m}〈w〉 =f r jHty =〈k〉 ntk jty-m-nTr.pl sr xnt,j-psD,t","Translation: Schu, er sagt: ""Oh Sohn meines Sohnes, ich bin dein Sohn, mögest du dich verjüngen durch meine Stimme, (denn) ich bin der, der die Atemluft an die Kehle gibt, die eng geworden ist, das Leben, es ist (so) an 〈deiner〉 Kehle, (denn) du bist der Herrscher der Götter, der Edle, der Vorsteher der Neunheit!"" | Transliteration: Šw ḏd =f j sꜣ n sꜣ =j jnk sꜣ =k rnpi̯ =k m ḫrw =j jnk di ṯꜣw jw jḥyty gꜣu̯.ṱ ꜥnḫ j{m}〈w〉 =f r jḥty =〈k〉 ntk jty-m-nṯr.pl sr ḫnt,j-Psḏ,t | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D091851,IBUBdxbgk7biGkSTvFx9LtMhC3A,tb,NK,Upper Egypt (South of Assiut),Mögen sie um meinetwillen auf ihre Tore achtgeben!,"ꜥḥꜣ =sn ꜥrr.w,t =sn ḥr =j",aha sn arr.wt sn hr j,ꜥḥꜣ | =sn | ꜥrr.wt | =sn | ḥr | =j,"aHA =sn arr.w,t =sn Hr =j","Translation: Mögen sie um meinetwillen auf ihre Tore achtgeben! | Transliteration: ꜥḥꜣ =sn ꜥrr.w,t =sn ḥr =j | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D037872,IBUBdwkf6iiJPkKYnWr6Qkvvu60,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),Sie wird dich säugen und dich 〈nicht〉 entwöhnen.,snq =s ṯw 〈n〉 wḏḥ =s ṯw,snq s tw n wdh s tw,snq | =s | ṯw | n | wḏḥ | =s | ṯw,snq =s Tw 〈n〉 wDH =s Tw,Translation: Sie wird dich säugen und dich 〈nicht〉 entwöhnen. | Transliteration: snq =s ṯw 〈n〉 wḏḥ =s ṯw | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)
D050037,IBUBd2VWYkORKks8tmR17urYJ9g,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"Oh Osiris des Gottesvaters Heter, gerechtfertigt, Sohn des Harsiese, gerechtfertigt, Kind der Taher.","hꜣ wsjr jt-nṯr Ḥtr mꜣꜥ-ḫrw zꜣ Ḥr,w-zꜣ-ꜣs,t mꜣꜥ-ḫrw ms n Tꜣ-ḥr",ha wsjr jt-ntr htr maa-hrw za hrw-za-ast maa-hrw ms n ta-hr,hꜣ | Wsjr | jtj-nṯr | Ḥtr | mꜣꜥ-ḫrw | zꜣ | Ḥr.w-zꜣ-Ꜣs.t | mꜣꜥ-ḫrw | ms | n.j,"hA wsjr jt-nTr Htr mAa-xrw zA Hr,w-zA-As,t mAa-xrw ms n tA-Hr","Translation: Oh Osiris des Gottesvaters Heter, gerechtfertigt, Sohn des Harsiese, gerechtfertigt, Kind der Taher. | Transliteration: hꜣ wsjr jt-nṯr Ḥtr mꜣꜥ-ḫrw zꜣ Ḥr,w-zꜣ-ꜣs,t mꜣꜥ-ḫrw ms n Tꜣ-ḥr | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D035374,IBUBd2HPzDcT6EsjmqlDHD0M7YA,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),Die Libation ist libiert.,z(ꜣ)ṯ z(ꜣ)ṯ,zat zat,zꜣṯ | zꜣṯ,z(A)T z(A)T,Translation: Die Libation ist libiert. | Transliteration: z(ꜣ)ṯ z(ꜣ)ṯ | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)
D059092,IBUBdz0Zijc0iUVvmlZ9h14dMlc,sawlit,NK,Upper Egypt (South of Assiut),Was ist mit ihm (los)?,jḫ r =f,jh r f,jḫ | r | =f,jx r =f,Translation: Was ist mit ihm (los)? | Transliteration: jḫ r =f | Corpus: sawlit | Date: NK | Findspot: Upper Egypt (South of Assiut)
D063091,IBUBdQ8POS1tOEIQmQXyDEoQysk,sawlit,NK,Middle Egypt (from Kairo to Assiut),"Now, all foreigners are afraid of it,","jw gr,t ḫꜣs,t(j).⸢pl⸣ nb(.pl) ẖr{t} sndw =f",jw grt hastj.pl nb.pl hrt sndw f,jw | gr.t | ḫꜣs.tj | nb | ẖr | snḏ | =f,"jw gr,t xAs,t(j).⸢pl⸣ nb(.pl) Xr{t} sndw =f","Translation: Now, all foreigners are afraid of it, | Transliteration: jw gr,t ḫꜣs,t(j).⸢pl⸣ nb(.pl) ẖr{t} sndw =f | Corpus: sawlit | Date: NK | Findspot: Middle Egypt (from Kairo to Assiut)"
D075354,IBUBdQJmHhqGn0DkqeeB3t47PZM,sawlit,NK,Upper Egypt (South of Assiut),"[Strecke deine Hand] nicht [aus, um einem Greis zu nahe zu treten,
und nimm einem Großen/Alten nicht das Wort!]","m-jri̯ [ꜣwi̯] [ḏr,t] =[k] [r] [tkn] [jꜣw] [...]",m-jri awi drt k r tkn jaw ...,m-jri̯ | ꜣwi̯ | ḏr.t | =k | r | tkn | jꜣw,"m-jri [Awi] [Dr,t] =[k] [r] [tkn] [jAw] [...]","Translation: [Strecke deine Hand] nicht [aus, um einem Greis zu nahe zu treten,
und nimm einem Großen/Alten nicht das Wort!] | Transliteration: m-jri̯ [ꜣwi̯] [ḏr,t] =[k] [r] [tkn] [jꜣw] [...] | Corpus: sawlit | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D050958,IBUBd8DAqPrpsEO8v4JI4R2wers,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Sei gegrüßt Hathor, 'Gebieterin der 16', die Götter beschützen ihn (Sokar)!""","j:nḏ ḥr =t Ḥw,t-Ḥr ḥn,wt-16 nṯr.pl ḥr mki̯ =f",jnd hr t hwt-hr hnwt-16 ntr.pl hr mki f,nḏ | ḥr | =ṯ | Ḥw.t-Ḥr.w | ḥn.wt-16 | nṯr | ḥr | mki̯ | =f,"j:nD Hr =t Hw,t-Hr Hn,wt-16 nTr.pl Hr mki =f","Translation: ""Sei gegrüßt Hathor, 'Gebieterin der 16', die Götter beschützen ihn (Sokar)!"" | Transliteration: j:nḏ ḥr =t Ḥw,t-Ḥr ḥn,wt-16 nṯr.pl ḥr mki̯ =f | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D030347,IBUBdwmyuhJOtESBuz5GlY4eyHM,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Erwache für Horus, steh auf für Seth!","rs n Ḥr,w ꜥḥꜥ n Stš",rs n hrw aha n sts,rs | n | Ḥr.w | ꜥḥꜥ | n | Stẖ,"rs n Hr,w aHa n stS","Translation: Erwache für Horus, steh auf für Seth! | Transliteration: rs n Ḥr,w ꜥḥꜥ n Stš | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D096365,IBUBd9Bnw3NSgUoAjWz9Q8npSro,tb,NK,Upper Egypt (South of Assiut),"Oh, Der du dir geholt (=gefangen) hast, wen du aufgegessen hast, (auch) ich habe geholt, wen ich aufgegessen habe.",j jni̯ n =k wnm.n =k jni̯.n =j wnm.n =j,j jni n k wnm.n k jni.n j wnm.n j,j | jni̯ | n | =k | wnm | =k | jni̯ | =j | wnm | =j,j jni n =k wnm.n =k jni.n =j wnm.n =j,"Translation: Oh, Der du dir geholt (=gefangen) hast, wen du aufgegessen hast, (auch) ich habe geholt, wen ich aufgegessen habe. | Transliteration: j jni̯ n =k wnm.n =k jni̯.n =j wnm.n =j | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D064456,IBUBd8z8FuQotE50ndKh2YygM2M,sawlit,TIP - Roman times,unknown,"""[Wer] wird wissen, wie es geschehen (könnte), dass ich nicht sterbe?""",r [nm] rḫ pꜣ qj [n] ḫpr jw bn [jw] =[j] (r) m(w)t,r nm rh pa qj n hpr jw bn jw j r mwt,jri̯ | njm | rḫ | pꜣ | qj | n.j | ḫpr (m-sꜣ) | jw | bn | jw | =j | r | mwt,r [nm] rx pA qj [n] xpr jw bn [jw] =[j] (r) m(w)t,"Translation: ""[Wer] wird wissen, wie es geschehen (könnte), dass ich nicht sterbe?"" | Transliteration: r [nm] rḫ pꜣ qj [n] ḫpr jw bn [jw] =[j] (r) m(w)t | Corpus: sawlit | Date: TIP - Roman times | Findspot: unknown"
D057655,IBUBd5zah6MULkPJvWppfSL5NQk,sawlit,NK,Upper Egypt (South of Assiut),Überaus gewaltig ist sein Bestrafen.,[ꜥꜣ] [ḫsf] =[f] [rʾ-sj],aa hsf f ra-sj,ꜥꜣ | ḫsf | =f | rsj,[aA] [xsf] =[f] [rA-sj],Translation: Überaus gewaltig ist sein Bestrafen. | Transliteration: [ꜥꜣ] [ḫsf] =[f] [rʾ-sj] | Corpus: sawlit | Date: NK | Findspot: Upper Egypt (South of Assiut)
D032366,IBUBd0ADX84Y1kHulxnzL8Yzot8,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),Die Ziege(?) wird dich vor den Ach-Geistern schützen. (?),⸢zꜣ⸣[w] [ṯw] [ꜥr] [r] ꜣḫ.pl,zaw tw ar r ah.pl,zꜣu̯ | ṯw | ꜥr | r | ꜣḫ,⸢zA⸣[w] [Tw] [ar] [r] Ax.pl,Translation: Die Ziege(?) wird dich vor den Ach-Geistern schützen. (?) | Transliteration: ⸢zꜣ⸣[w] [ṯw] [ꜥr] [r] ꜣḫ.pl | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)
D033903,IBUBd9QbpQkrF0d4hTqzzbk0hBc,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),Teti hat die Große (Uräusschlange) gesehen.,"jw mꜣ.n Ttj wr,t",jw ma.n ttj wrt,jw | mꜣꜣ | Ttj | Wr.t,"jw mA.n ttj wr,t","Translation: Teti hat die Große (Uräusschlange) gesehen. | Transliteration: jw mꜣ.n Ttj wr,t | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D037729,IBUBd0Mz9DQxOUyosOCCktxt59M,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Sei gegrüßt, Re, in Leben, in deiner Vollendetheit, an deinen Plätzen, in deinem ...(?).","j:nḏ ḥr =k Rꜥw m ꜥnḫ m nfr(,w) =k m s,t.pl =k m sꜣꜣ =k",jnd hr k raw m anh m nfrw k m st.pl k m saa k,nḏ | ḥr | =k | Rꜥw | m | ꜥnḫ | m | nfr.w | =k | m | s.t | =k | m | _ | =k,"j:nD Hr =k raw m anx m nfr(,w) =k m s,t.pl =k m sAA =k","Translation: Sei gegrüßt, Re, in Leben, in deiner Vollendetheit, an deinen Plätzen, in deinem ...(?). | Transliteration: j:nḏ ḥr =k Rꜥw m ꜥnḫ m nfr(,w) =k m s,t.pl =k m sꜣꜣ =k | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D097990,IBUBd2W9lfqQpUTltjMRWZcZnhs,tb,NK,Upper Egypt (South of Assiut),"Siehe, ich bn zu dir gekommen.",m =k wj jy.kw ḫr =k,m k wj jy.kw hr k,m | =k | wj | jwi̯ | ḫr | =k,m =k wj jy.kw xr =k,"Translation: Siehe, ich bn zu dir gekommen. | Transliteration: m =k wj jy.kw ḫr =k | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
