term_id,term,df,total_tf,fields,field_count
T020003,erweisen,1,2,translation,1
T020006,ha-m-was.t,1,2,lemma_forms,1
T020038,mhr.w.pl,1,2,"mdc, normalized_transliteration",2
T020077,verb,1,2,"mdc, normalized_transliteration",2
T020085,wohlbefinden,1,2,translation,1
T020088,xai-m-wast,1,2,mdc,1
T021588,ndmw,1,2,"mdc, normalized_transliteration",2
T021590,pjs,1,2,lemma_forms,1
T021593,wny,1,2,"mdc, normalized_transliteration",2
T021601,trf,1,2,"mdc, normalized_transliteration",2
T021640,mni,1,2,"mdc, normalized_transliteration",2
T021685,hyt,1,2,normalized_transliteration,1
T021687,abdt,1,2,"mdc, normalized_transliteration",2
T021689,awnw,1,2,"mdc, normalized_transliteration",2
T021702,jbhw,1,2,"mdc, normalized_transliteration",2
T021703,jbjb,1,2,lemma_forms,1
T021720,nj-sj,1,2,"mdc, normalized_transliteration",2
T021753,snr,1,2,lemma_forms,1
T021755,anwt,1,2,"mdc, normalized_transliteration",2
T021762,gahs,1,2,"mdc, normalized_transliteration",2
T021766,jjr,1,2,lemma_forms,1
T021767,jjti,1,2,"mdc, normalized_transliteration",2
T021770,kkt,1,2,"mdc, normalized_transliteration",2
T021781,rmnj,1,2,"mdc, normalized_transliteration",2
T021782,rpy,1,2,"mdc, normalized_transliteration",2
T021825,hrwrwt,1,2,"mdc, normalized_transliteration",2
T021830,kapt,1,2,"mdc, normalized_transliteration",2
T021831,mdt-djnwt.pl,1,2,"mdc, normalized_transliteration",2
T021838,sthi,1,2,lemma_forms,1
T021842,wa-m-hww,1,2,"mdc, normalized_transliteration",2
T021847,hpnn,1,2,normalized_transliteration,1
T021854,tjwj,1,2,"mdc, normalized_transliteration",2
T021861,dij,1,2,"mdc, normalized_transliteration",2
T021870,mnxw,1,2,mdc,1
T021873,mrrf,1,2,"mdc, normalized_transliteration",2
T021876,pdtj.pl,1,2,"mdc, normalized_transliteration",2
T021882,splt,1,2,"mdc, normalized_transliteration",2
T021883,tht,1,2,normalized_transliteration,1
T021899,4.nw,1,2,"mdc, normalized_transliteration",2
T021905,_h_,1,2,"mdc, normalized_transliteration",2
T021909,_tw,1,2,"mdc, normalized_transliteration",2
T021916,aaa.w,1,2,"mdc, normalized_transliteration",2
T021917,aai.n,1,2,"mdc, normalized_transliteration",2
T021924,ada.w,1,2,"mdc, normalized_transliteration",2
T021929,aha.nn,1,2,"mdc, normalized_transliteration",2
T021930,ajrdf,1,2,"mdc, normalized_transliteration",2
T021931,ajrf,1,2,"mdc, normalized_transliteration",2
T021938,aq.kwj,1,2,"mdc, normalized_transliteration",2
T021943,axmt,1,2,mdc,1
T021944,ba-n-ra-mri-jmn,1,2,"mdc, normalized_transliteration",2
T021950,batj.du,1,2,"mdc, normalized_transliteration",2
T021952,bhn.n,1,2,"mdc, normalized_transliteration",2
T021966,dmd.tj,1,2,"mdc, normalized_transliteration",2
T021969,dns.pl,1,2,"mdc, normalized_transliteration",2
T021975,dupl,1,2,"mdc, normalized_transliteration",2
T021984,gr.tj,1,2,"mdc, normalized_transliteration",2
T022007,hqa-andw-jabj,1,2,"mdc, normalized_transliteration",2
T022009,hr-aa,1,2,"mdc, normalized_transliteration",2
T022010,hr-ddf,1,2,"mdc, normalized_transliteration",2
T022014,hrj-dp,1,2,"mdc, normalized_transliteration",2
T022017,hrj-mns,1,2,"mdc, normalized_transliteration",2
T022024,hru.w,1,2,"mdc, normalized_transliteration",2
T022029,hst.pl,1,2,"mdc, normalized_transliteration",2
T022030,hswt.pl,1,2,"mdc, normalized_transliteration",2
T022031,htp.t.n,1,2,"mdc, normalized_transliteration",2
T022034,htptj.w,1,2,"mdc, normalized_transliteration",2
T022042,jab.twn,1,2,"mdc, normalized_transliteration",2
T022047,jmj-jb-hrw,1,2,"mdc, normalized_transliteration",2
T022056,jmj-ra-jwayt,1,2,"mdc, normalized_transliteration",2
T022061,jmj-ra-sna,1,2,"mdc, normalized_transliteration",2
T022072,jnbt.pl,1,2,"mdc, normalized_transliteration",2
T022073,jni-hr,1,2,"mdc, normalized_transliteration",2
T022075,jp.kw,1,2,"mdc, normalized_transliteration",2
T022078,jri.wy,1,2,"mdc, normalized_transliteration",2
T022081,jry.w,1,2,"mdc, normalized_transliteration",2
T022082,jti-ntrpl,1,2,"mdc, normalized_transliteration",2
T022089,jwn-mawtf,1,2,"mdc, normalized_transliteration",2
T022090,jwnn.pl,1,2,"mdc, normalized_transliteration",2
T022096,ka-psdt,1,2,"mdc, normalized_transliteration",2
T022097,ka.du,1,2,"mdc, normalized_transliteration",2
T022098,kaa.t,1,2,"mdc, normalized_transliteration",2
T022106,m-arw,1,2,"mdc, normalized_transliteration",2
T022109,m-drtj,1,2,"mdc, normalized_transliteration",2
T022110,m-haw-hr,1,2,"mdc, normalized_transliteration",2
T022113,ma-hza,1,2,"mdc, normalized_transliteration",2
T022117,maat.pl,1,2,"mdc, normalized_transliteration",2
T022118,mawi.w,1,2,"mdc, normalized_transliteration",2
T022119,mday.w.pl,1,2,"mdc, normalized_transliteration",2
T022123,mjnjt-wrt,1,2,"mdc, normalized_transliteration",2
T022128,mri.tw,1,2,"mdc, normalized_transliteration",2
T022133,ms.wj.pl,1,2,"mdc, normalized_transliteration",2
T022136,msdr.pl,1,2,"mdc, normalized_transliteration",2
T022139,mtr.n,1,2,"mdc, normalized_transliteration",2
T022143,n-aat-n,1,2,"mdc, normalized_transliteration",2
T022144,n-ajrdf,1,2,"mdc, normalized_transliteration",2
T022150,nb-nfr,1,2,"mdc, normalized_transliteration",2
T022155,nb-waw,1,2,"mdc, normalized_transliteration",2
T022160,nbt-qjs,1,2,"mdc, normalized_transliteration",2
T022166,nfr-maat,1,2,"mdc, normalized_transliteration",2
T022179,nj-sw-mntw,1,2,"mdc, normalized_transliteration",2
T022185,nphm,1,2,"mdc, normalized_transliteration",2
T022187,nrw.pl,1,2,"mdc, normalized_transliteration",2
T022190,ntj-jm,1,2,"mdc, normalized_transliteration",2
T022192,ntr-sps,1,2,"mdc, normalized_transliteration",2
T022193,ntri.kw,1,2,"mdc, normalized_transliteration",2
T022194,ntri.w,1,2,"mdc, normalized_transliteration",2
T022197,nwx,1,2,mdc,1
T022198,nwy.t,1,2,"mdc, normalized_transliteration",2
T022204,pad.du,1,2,"mdc, normalized_transliteration",2
T022208,prt-aa.t,1,2,"mdc, normalized_transliteration",2
T022212,psdt.j,1,2,"mdc, normalized_transliteration",2
T022219,qb.tj,1,2,"mdc, normalized_transliteration",2
T022235,ra-awj,1,2,"mdc, normalized_transliteration",2
T022236,ra-mss-jtj-jmn-ntr-hqa-jwnw,1,2,"mdc, normalized_transliteration",2
T022242,rqy.pl,1,2,"mdc, normalized_transliteration",2
T022259,sd.pl,1,2,"mdc, normalized_transliteration",2
T022269,shtp.t,1,2,"mdc, normalized_transliteration",2
T022271,ski.y,1,2,"mdc, normalized_transliteration",2
T022272,sm.kw,1,2,"mdc, normalized_transliteration",2
T022273,sm.pl,1,2,"mdc, normalized_transliteration",2
T022275,smaw.pl,1,2,"mdc, normalized_transliteration",2
T022280,sms.w.pl,1,2,"mdc, normalized_transliteration",2
T022287,snhzi,1,2,lemma_forms,1
T022290,snsn.n,1,2,"mdc, normalized_transliteration",2
T022293,sntr.pl,1,2,"mdc, normalized_transliteration",2
T022294,spsw.pl,1,2,"mdc, normalized_transliteration",2
T022295,sqdi.w,1,2,"mdc, normalized_transliteration",2
T022296,ss-maa.t,1,2,"mdc, normalized_transliteration",2
T022302,ssmw-tadu,1,2,"mdc, normalized_transliteration",2
T022304,st-pt,1,2,"mdc, normalized_transliteration",2
T022321,tj-n.t-jmn,1,2,"mdc, normalized_transliteration",2
T022324,tp-3,1,2,"mdc, normalized_transliteration",2
T022328,tpj-dw,1,2,"mdc, normalized_transliteration",2
T022329,tpj.pl-rnpt.pl,1,2,"mdc, normalized_transliteration",2
T022333,wab.t.pl,1,2,"mdc, normalized_transliteration",2
T022335,wba.w,1,2,"mdc, normalized_transliteration",2
T022346,wnn.tjfj,1,2,"mdc, normalized_transliteration",2
T022347,wns.pl,1,2,"mdc, normalized_transliteration",2
T022353,wrh.tw,1,2,"mdc, normalized_transliteration",2
T022358,xabw,1,2,mdc,1
T022363,xfat,1,2,mdc,1
T022368,za-rnpt.pl,1,2,"mdc, normalized_transliteration",2
T022372,zat-hnmw,1,2,"mdc, normalized_transliteration",2
T022373,zatdu-bjtj,1,2,"mdc, normalized_transliteration",2
T022376,zpat.pl,1,2,"mdc, normalized_transliteration",2
T022381,asa.tj,1,2,"mdc, normalized_transliteration",2
T022383,dnrg,1,2,lemma_forms,1
T022392,ht-ntr,1,2,"mdc, normalized_transliteration",2
T022395,jsx,1,2,mdc,1
T022396,mht.pl,1,2,"mdc, normalized_transliteration",2
T022409,xwyt,1,2,mdc,1
T022414,db.w,1,2,"mdc, normalized_transliteration",2
T022417,herumfhren,1,2,translation,1
T022446,ausgenommene,1,2,translation,1
T022449,ba-n-raw,1,2,"mdc, normalized_transliteration",2
T022457,hrtw,1,2,normalized_transliteration,1
T022478,tms.t,1,2,"mdc, normalized_transliteration",2
T022479,tnm.w,1,2,"mdc, normalized_transliteration",2
T022484,xawpl,1,2,mdc,1
T022486,xrtw,1,2,mdc,1
T022500,ap,1,2,"mdc, normalized_transliteration",2
T022505,berquellen,1,2,translation,1
T022569,netze,1,2,translation,1
T022578,sah.tj,1,2,"mdc, normalized_transliteration",2
T022579,sbj.t,1,2,"mdc, normalized_transliteration",2
T022600,wenti,1,2,translation,1
T022603,wrts,1,2,"mdc, normalized_transliteration",2
T022608,xdb.w,1,2,mdc,1
T022614,zhaw-qd,1,2,normalized_transliteration,1
T022617,zxaw-qd,1,2,mdc,1
T024749,jfdi,1,2,lemma_forms,1
T024762,jqw,1,2,"mdc, normalized_transliteration",2
T024855,bai,1,2,"mdc, normalized_transliteration",2
T024865,bawt,1,2,"mdc, normalized_transliteration",2
T024878,hmsj,1,2,"mdc, normalized_transliteration",2
T024879,hmty,1,2,lemma_forms,1
T024880,hnkwt,1,2,"mdc, normalized_transliteration",2
T024888,kkwt,1,2,"mdc, normalized_transliteration",2
T024905,sajr,1,2,"mdc, normalized_transliteration",2
T024907,sawdj,1,2,"mdc, normalized_transliteration",2
T024912,ssmwt,1,2,"mdc, normalized_transliteration",2
T024939,wnz,1,2,lemma_forms,1
T024948,dsrpl,1,2,"mdc, normalized_transliteration",2
T024955,hadt,1,2,normalized_transliteration,1
T024960,hrdu,1,2,normalized_transliteration,1
T024962,hrjb,1,2,"mdc, normalized_transliteration",2
T024972,jwntjw,1,2,"mdc, normalized_transliteration",2
T024990,mrsr,1,2,"mdc, normalized_transliteration",2
T024992,mswtj,1,2,"mdc, normalized_transliteration",2
T024998,nbt.pl,1,2,"mdc, normalized_transliteration",2
T025011,rthtj,1,2,"mdc, normalized_transliteration",2
T025018,snhsi,1,2,"mdc, normalized_transliteration",2
T025020,srwi,1,2,lemma_forms,1
T025037,wpit,1,2,"mdc, normalized_transliteration",2
T025038,wrjrayt,1,2,"mdc, normalized_transliteration",2
T025040,aa-jb,1,2,"mdc, normalized_transliteration",2
T025062,asm.pl,1,2,"mdc, normalized_transliteration",2
T025069,hasa,1,2,"mdc, normalized_transliteration",2
T025070,hdtj,1,2,"mdc, normalized_transliteration",2
T025073,hnrg,1,2,lemma_forms,1
T025079,jssa,1,2,"mdc, normalized_transliteration",2
T025081,jstz,1,2,"mdc, normalized_transliteration",2
T025083,jwaat,1,2,normalized_transliteration,1
T025086,maatt,1,2,normalized_transliteration,1
T025091,nat-hr-rsjt,1,2,"mdc, normalized_transliteration",2
T025098,nnbt,1,2,"mdc, normalized_transliteration",2
T025119,waxj,1,2,mdc,1
T025121,wpi-wawt,1,2,"mdc, normalized_transliteration",2
T025126,hqr.w,1,2,"mdc, normalized_transliteration",2
T025127,hrjw.pl,1,2,"mdc, normalized_transliteration",2
T025129,krt,1,2,lemma_forms,1
T025136,13nw,1,2,"mdc, normalized_transliteration",2
T025137,13nw.t,1,2,"mdc, normalized_transliteration",2
T025138,14nw,1,2,"mdc, normalized_transliteration",2
T025139,14nw.t,1,2,"mdc, normalized_transliteration",2
T025151,___.wj,1,2,"mdc, normalized_transliteration",2
T025152,__jt,1,2,"mdc, normalized_transliteration",2
T025157,__wt,1,2,"mdc, normalized_transliteration",2
T025160,_tj,1,2,"mdc, normalized_transliteration",2
T025162,_y_,1,2,"mdc, normalized_transliteration",2
T025171,ab_,1,2,"mdc, normalized_transliteration",2
T025172,abi.n,1,2,"mdc, normalized_transliteration",2
T025173,ad.tj,1,2,"mdc, normalized_transliteration",2
T025176,ahhw,1,2,normalized_transliteration,1
T025184,arrf,1,2,"mdc, normalized_transliteration",2
T025187,awai.tw,1,2,"mdc, normalized_transliteration",2
T025189,awt-a.pl,1,2,"mdc, normalized_transliteration",2
T025190,axxw,1,2,mdc,1
T025191,ba.du,1,2,"mdc, normalized_transliteration",2
T025193,bahi.w,1,2,"mdc, normalized_transliteration",2
T025194,bak-jmj,1,2,"mdc, normalized_transliteration",2
T025197,bax,1,2,mdc,1
T025207,bwy,1,2,"mdc, normalized_transliteration",2
T025208,bwy.t,1,2,"mdc, normalized_transliteration",2
T025219,dfaw.pl,1,2,"mdc, normalized_transliteration",2
T025220,dhwt,1,2,normalized_transliteration,1
T025223,di.w.n,1,2,"mdc, normalized_transliteration",2
T025227,dmat.pl,1,2,"mdc, normalized_transliteration",2
T025229,dwa.pl,1,2,"mdc, normalized_transliteration",2
T025233,fdi.n,1,2,"mdc, normalized_transliteration",2
T025237,gr.n,1,2,"mdc, normalized_transliteration",2
T025241,gwtn,1,2,lemma_forms,1
T025248,hapj.pl,1,2,"mdc, normalized_transliteration",2
T025250,harjt,1,2,normalized_transliteration,1
T025251,hat-aw-m,1,2,"mdc, normalized_transliteration",2
T025254,hatjt-nt-as,1,2,"mdc, normalized_transliteration",2
T025256,haw-nbwt,1,2,"mdc, normalized_transliteration",2
T025261,hbsw.pl,1,2,"mdc, normalized_transliteration",2
T025262,hdb.n,1,2,"mdc, normalized_transliteration",2
T025264,hepatj,1,2,translation,1
T025265,hfd.n,1,2,"mdc, normalized_transliteration",2
T025266,hfd.t,1,2,"mdc, normalized_transliteration",2
T025272,hmsi.y,1,2,"mdc, normalized_transliteration",2
T025278,hmwts,1,2,"mdc, normalized_transliteration",2
T025281,hnktj.w,1,2,"mdc, normalized_transliteration",2
T025284,hnw.n,1,2,"mdc, normalized_transliteration",2
T025285,hnwt.du,1,2,"mdc, normalized_transliteration",2
T025287,hprpw,1,2,normalized_transliteration,1
T025289,hr-atj,1,2,"mdc, normalized_transliteration",2
T025308,hrw-ddf,1,2,"mdc, normalized_transliteration",2
T025316,hss.w,1,2,"mdc, normalized_transliteration",2
T025324,hwjra,1,2,"mdc, normalized_transliteration",2
T025337,jadt.pl,1,2,"mdc, normalized_transliteration",2
T025340,jarat.pl,1,2,"mdc, normalized_transliteration",2
T025342,jawtf,1,2,"mdc, normalized_transliteration",2
T025345,jd.wt,1,2,"mdc, normalized_transliteration",2
T025377,jmj.t-pr,1,2,"mdc, normalized_transliteration",2
T025378,jmj.t.pl,1,2,"mdc, normalized_transliteration",2
T025379,jmj.w-wrt,1,2,"mdc, normalized_transliteration",2
T025386,jmw.pl,1,2,"mdc, normalized_transliteration",2
T025388,jn-na-zp-2,1,2,"mdc, normalized_transliteration",2
T025392,jndr.n,1,2,"mdc, normalized_transliteration",2
T025393,jnh.wdu,1,2,"mdc, normalized_transliteration",2
T025395,jni.t.tw,1,2,"mdc, normalized_transliteration",2
T025400,jntt.pl,1,2,"mdc, normalized_transliteration",2
T025401,jp_,1,2,"mdc, normalized_transliteration",2
T025411,jrj-rddu,1,2,"mdc, normalized_transliteration",2
T025413,jrj.w-sjpw,1,2,"mdc, normalized_transliteration",2
T025415,jrr.tw,1,2,"mdc, normalized_transliteration",2
T025418,jrr.yt,1,2,"mdc, normalized_transliteration",2
T025419,jrt-nbt,1,2,"mdc, normalized_transliteration",2
T025421,jrwt.pl,1,2,"mdc, normalized_transliteration",2
T025431,jwjw.pl,1,2,"mdc, normalized_transliteration",2
T025435,jwtj-nf,1,2,"mdc, normalized_transliteration",2
T025437,jwwajat,1,2,"mdc, normalized_transliteration",2
T025438,jwwajat.pl,1,2,"mdc, normalized_transliteration",2
T025439,jxaa,1,2,mdc,1
T025445,jzwt.pl,1,2,"mdc, normalized_transliteration",2
T025456,kkw-zmaw,1,2,"mdc, normalized_transliteration",2
T025460,ksi.y,1,2,"mdc, normalized_transliteration",2
T025466,m-rrwtj,1,2,"mdc, normalized_transliteration",2
T025467,m-rwt,1,2,"mdc, normalized_transliteration",2
T025479,maui,1,2,"mdc, normalized_transliteration",2
T025484,mh-jb-hr,1,2,"mdc, normalized_transliteration",2
T025488,mh.t-14,1,2,"mdc, normalized_transliteration",2
T025492,mhnmtj,1,2,normalized_transliteration,1
T025496,mj.tt,1,2,"mdc, normalized_transliteration",2
T025498,mmrm,1,2,"mdc, normalized_transliteration",2
T025503,mnjnt,1,2,"mdc, normalized_transliteration",2
T025508,mntw.pl,1,2,"mdc, normalized_transliteration",2
T025511,mrj.w,1,2,"mdc, normalized_transliteration",2
T025515,ms.w-njswt.pl,1,2,"mdc, normalized_transliteration",2
T025517,msi.n.tw,1,2,"mdc, normalized_transliteration",2
T025518,msw-bdst,1,2,"mdc, normalized_transliteration",2
T025520,mtr.pl,1,2,"mdc, normalized_transliteration",2
T025521,mtr.y,1,2,"mdc, normalized_transliteration",2
T025523,mxnmtj,1,2,mdc,1
T025526,mzs,1,2,lemma_forms,1
T025529,n-ada,1,2,"mdc, normalized_transliteration",2
T025530,n-ajrf,1,2,"mdc, normalized_transliteration",2
T025533,n-wj,1,2,"mdc, normalized_transliteration",2
T025535,na-nj,1,2,"mdc, normalized_transliteration",2
T025551,nb-sat,1,2,"mdc, normalized_transliteration",2
T025560,ndm.wj,1,2,"mdc, normalized_transliteration",2
T025561,ndr.n,1,2,"mdc, normalized_transliteration",2
T025563,nfr-ka-ra,1,2,"mdc, normalized_transliteration",2
T025567,nhb-ka.pl,1,2,"mdc, normalized_transliteration",2
T025570,nhsj.y.pl,1,2,"mdc, normalized_transliteration",2
T025579,nj.wy,1,2,"mdc, normalized_transliteration",2
T025583,nmt-s,1,2,"mdc, normalized_transliteration",2
T025584,nmt.pl,1,2,"mdc, normalized_transliteration",2
T025589,nsj-sw-ba-nb-ddt,1,2,"mdc, normalized_transliteration",2
T025591,nswrt,1,2,"mdc, normalized_transliteration",2
T025595,nxbw,1,2,mdc,1
T025598,pa-hwjra,1,2,"mdc, normalized_transliteration",2
T025600,pau.w,1,2,"mdc, normalized_transliteration",2
T025608,pr-nbt-htpt,1,2,"mdc, normalized_transliteration",2
T025609,pr-nzw,1,2,"mdc, normalized_transliteration",2
T025611,pr.du-hd,1,2,"mdc, normalized_transliteration",2
T025616,psd.w,1,2,"mdc, normalized_transliteration",2
T025620,pth-htp-wr,1,2,"mdc, normalized_transliteration",2
T025624,qaha.pl,1,2,"mdc, normalized_transliteration",2
T025625,qai-gabw,1,2,"mdc, normalized_transliteration",2
T025629,qd.jw,1,2,"mdc, normalized_transliteration",2
T025637,r-rwt,1,2,"mdc, normalized_transliteration",2
T025640,ra-msi,1,2,"mdc, normalized_transliteration",2
T025642,ra-wsr,1,2,"mdc, normalized_transliteration",2
T025643,ra.pl-prw.pl,1,2,"mdc, normalized_transliteration",2
T025655,rmt.pl-msa,1,2,"mdc, normalized_transliteration",2
T025657,rn.w.pl,1,2,"mdc, normalized_transliteration",2
T025658,rnp.w,1,2,"mdc, normalized_transliteration",2
T025663,rs.pl,1,2,"mdc, normalized_transliteration",2
T025666,rwj.n,1,2,"mdc, normalized_transliteration",2
T025667,rwj.tw,1,2,"mdc, normalized_transliteration",2
T025671,s___,1,2,"mdc, normalized_transliteration",2
T025672,sa_,1,2,"mdc, normalized_transliteration",2
T025674,sahf,1,2,"mdc, normalized_transliteration",2
T025676,saj.w.pl,1,2,"mdc, normalized_transliteration",2
T025680,saxpl,1,2,mdc,1
T025685,sbi.tj,1,2,"mdc, normalized_transliteration",2
T025686,sbtj.w,1,2,"mdc, normalized_transliteration",2
T025688,sd.w.pl,1,2,"mdc, normalized_transliteration",2
T025689,sdm.yw.pl,1,2,"mdc, normalized_transliteration",2
T025690,sdmj.n,1,2,"mdc, normalized_transliteration",2
T025693,sfg-jrw,1,2,"mdc, normalized_transliteration",2
T025695,sgi,1,2,lemma_forms,1
T025697,shai.n,1,2,"mdc, normalized_transliteration",2
T025698,shaw.w,1,2,"mdc, normalized_transliteration",2
T025703,shd-smsw,1,2,"mdc, normalized_transliteration",2
T025705,sjatj.pl,1,2,"mdc, normalized_transliteration",2
T025707,sjray,1,2,"mdc, normalized_transliteration",2
T025717,smj.pl,1,2,"mdc, normalized_transliteration",2
T025726,sni.y,1,2,"mdc, normalized_transliteration",2
T025727,sns.n,1,2,"mdc, normalized_transliteration",2
T025731,snwj.du,1,2,"mdc, normalized_transliteration",2
T025732,snyt.pl,1,2,"mdc, normalized_transliteration",2
T025733,spa.n,1,2,"mdc, normalized_transliteration",2
T025742,sqd.w.pl,1,2,"mdc, normalized_transliteration",2
T025746,sr-wr-jmj-jwnw,1,2,"mdc, normalized_transliteration",2
T025747,sr.y.pl,1,2,"mdc, normalized_transliteration",2
T025749,srhyw,1,2,normalized_transliteration,1
T025753,srxyw,1,2,mdc,1
T025757,ssnj.pl,1,2,"mdc, normalized_transliteration",2
T025759,ssp.w,1,2,"mdc, normalized_transliteration",2
T025765,sti.tj,1,2,"mdc, normalized_transliteration",2
T025767,stj.pl,1,2,"mdc, normalized_transliteration",2
T025770,sttj.pl,1,2,"mdc, normalized_transliteration",2
T025773,sw-st,1,2,"mdc, normalized_transliteration",2
T025774,swad.n,1,2,"mdc, normalized_transliteration",2
T025775,swad.w,1,2,"mdc, normalized_transliteration",2
T025776,swai.n,1,2,"mdc, normalized_transliteration",2
T025777,swaw.pl,1,2,"mdc, normalized_transliteration",2
T025779,sxax,1,2,mdc,1
T025786,ta-tmw,1,2,"mdc, normalized_transliteration",2
T025787,ta-wsrt,1,2,"mdc, normalized_transliteration",2
T025789,tbw.pl,1,2,"mdc, normalized_transliteration",2
T025791,tj-nt-htrj,1,2,"mdc, normalized_transliteration",2
T025796,tkk.n,1,2,"mdc, normalized_transliteration",2
T025798,tm.tw,1,2,"mdc, normalized_transliteration",2
T025800,tmm.w,1,2,"mdc, normalized_transliteration",2
T025803,tnw.w,1,2,"mdc, normalized_transliteration",2
T025806,tpf,1,2,"mdc, normalized_transliteration",2
T025807,tpj.pl-a,1,2,"mdc, normalized_transliteration",2
T025808,tpj.pl-smdt.pl,1,2,"mdc, normalized_transliteration",2
T025809,tpjw-a,1,2,"mdc, normalized_transliteration",2
T025812,trwt,1,2,"mdc, normalized_transliteration",2
T025814,tss.t,1,2,"mdc, normalized_transliteration",2
T025815,twa.pl,1,2,"mdc, normalized_transliteration",2
T025816,tzi.tj,1,2,"mdc, normalized_transliteration",2
T025819,wa-n-wa,1,2,"mdc, normalized_transliteration",2
T025825,wai.tw,1,2,"mdc, normalized_transliteration",2
T025827,wart-aat-hmhmt,1,2,"mdc, normalized_transliteration",2
T025828,was.j,1,2,"mdc, normalized_transliteration",2
T025831,wd.kwj,1,2,"mdc, normalized_transliteration",2
T025838,wdpw-n-pr-aa,1,2,"mdc, normalized_transliteration",2
T025841,wdt.pl,1,2,"mdc, normalized_transliteration",2
T025842,wgj,1,2,lemma_forms,1
T025845,wja.tw,1,2,"mdc, normalized_transliteration",2
T025847,wn-m-dij-jmn,1,2,"mdc, normalized_transliteration",2
T025848,wn_,1,2,"mdc, normalized_transliteration",2
T025855,wpi.pl,1,2,"mdc, normalized_transliteration",2
T025858,wpwtjw.pl,1,2,"mdc, normalized_transliteration",2
T025860,wr-m-jawtf,1,2,"mdc, normalized_transliteration",2
T025868,wsd.n,1,2,"mdc, normalized_transliteration",2
T025872,wtt.du,1,2,"mdc, normalized_transliteration",2
T025873,wtzt-hrw,1,2,"mdc, normalized_transliteration",2
T025878,xmai,1,2,mdc,1
T025880,xnmm,1,2,mdc,1
T025881,xprpw,1,2,mdc,1
T025885,xwwt,1,2,mdc,1
T025889,z.pl,1,2,"mdc, normalized_transliteration",2
T025893,zab.pl,1,2,"mdc, normalized_transliteration",2
T025894,zat-hwt-hrw,1,2,"mdc, normalized_transliteration",2
T025897,zau.pl,1,2,"mdc, normalized_transliteration",2
T025903,_.w,1,2,"mdc, normalized_transliteration",2
T025907,ahwy,1,2,normalized_transliteration,1
T025909,axwy,1,2,mdc,1
T025920,hwr.w,1,2,"mdc, normalized_transliteration",2
T025931,ndrw.t,1,2,"mdc, normalized_transliteration",2
T025933,nh.pl,1,2,"mdc, normalized_transliteration",2
T025951,txt,1,2,mdc,1
T025952,verordnet,1,2,translation,1
T025960,zn.w,1,2,"mdc, normalized_transliteration",2
T025974,beet,1,2,translation,1
T025975,dis,1,2,"mdc, normalized_transliteration",2
T025978,erleichtern,1,2,translation,1
T025979,gast,1,2,translation,1
T025987,hmaw.pl,1,2,"mdc, normalized_transliteration",2
T026014,nehy,1,2,translation,1
T026023,shai.w,1,2,"mdc, normalized_transliteration",2
T026039,zat-nsw,1,2,"mdc, normalized_transliteration",2
T026062,beie,1,2,translation,1
T026064,biere,1,2,translation,1
T026072,deinerseits,1,2,translation,1
T026078,dm.wt,1,2,"mdc, normalized_transliteration",2
T026098,hai.y.t,1,2,"mdc, normalized_transliteration",2
T026132,nb-htp.w,1,2,"mdc, normalized_transliteration",2
T026134,nn-rh,1,2,"lemma_forms, normalized_transliteration",2
T026139,pathyris,1,2,translation,1
T026140,plentiful,1,2,translation,1
T026146,rotwein,1,2,translation,1
T026147,ruhigen,1,2,translation,1
T026163,shb.w,1,2,"mdc, normalized_transliteration",2
T029014,badt,1,2,"mdc, normalized_transliteration",2
T029022,jjrr,1,2,"mdc, normalized_transliteration",2
T029026,mnws,1,2,lemma_forms,1
T029313,rhnj,1,2,lemma_forms,1
T029321,arrt,1,2,"mdc, normalized_transliteration",2
T029324,bajratj,1,2,"mdc, normalized_transliteration",2
T029333,dsrtj,1,2,"mdc, normalized_transliteration",2
T029336,gmt,1,2,normalized_transliteration,1
T029338,grj,1,2,"mdc, normalized_transliteration",2
T029344,hmamw,1,2,"mdc, normalized_transliteration",2
T029357,jjy,1,2,"mdc, normalized_transliteration",2
T029360,jptwtj,1,2,lemma_forms,1
T029362,jshd,1,2,"mdc, normalized_transliteration",2
T029366,jwpw,1,2,"mdc, normalized_transliteration",2
T029367,jyay,1,2,"mdc, normalized_transliteration",2
T029378,mhyw,1,2,"mdc, normalized_transliteration",2
T029380,mnwj,1,2,"mdc, normalized_transliteration",2
T029398,psnj,1,2,"mdc, normalized_transliteration",2
T029401,qmay,1,2,"mdc, normalized_transliteration",2
T029419,shwd,1,2,lemma_forms,1
T029451,wtst,1,2,"mdc, normalized_transliteration",2
T029452,zmatj,1,2,"mdc, normalized_transliteration",2
T029550,axb,1,2,mdc,1
T029553,bntt,1,2,"mdc, normalized_transliteration",2
T029556,dddw,1,2,"mdc, normalized_transliteration",2
T029560,gbt,1,2,normalized_transliteration,1
T029563,hfawt,1,2,"mdc, normalized_transliteration",2
T029565,hnaf,1,2,"mdc, normalized_transliteration",2
T029567,hr-mnj,1,2,"mdc, normalized_transliteration",2
T029569,hrjn,1,2,"mdc, normalized_transliteration",2
T029574,jdnt,1,2,"mdc, normalized_transliteration",2
T029579,jrir,1,2,"mdc, normalized_transliteration",2
T029583,jwha,1,2,"mdc, normalized_transliteration",2
T029589,m.y,1,2,"mdc, normalized_transliteration",2
