doc_id,topic_tags_zh,summary_zh,matched_chinese_rules,annotation_source
D052240,神祇信仰；太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“神祇信仰、太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,神祇信仰:ntr；太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D052410,太阳崇拜；荷鲁斯信仰；阿蒙信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、阿蒙信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:horus；阿蒙信仰:jmn；死亡与亡灵:ba,rule_based
D052563,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；死亡与亡灵:ba,rule_based
D050390,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba,rule_based
D053322,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D051261,荷鲁斯信仰；死亡与亡灵；亡灵文学,该文本涉及“荷鲁斯信仰、死亡与亡灵、亡灵文学”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba；亡灵文学:tb,rule_based
D049878,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；死亡与亡灵:ba,rule_based
D052043,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D053250,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:horus；死亡与亡灵:ba,rule_based
D050937,太阳崇拜；荷鲁斯信仰；死亡与亡灵；祭祀供奉,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、祭祀供奉”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可能涉及供品、祭祀仪式或神庙宗教实践。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba；祭祀供奉:htp,rule_based
D053555,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D050000,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D049834,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba,rule_based
D051371,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:horus；死亡与亡灵:ba,rule_based
D051840,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D053051,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D051960,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D050304,太阳崇拜；来世观念；死亡与亡灵,该文本涉及“太阳崇拜、来世观念、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；来世观念:duat；死亡与亡灵:ba,rule_based
D052627,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D049893,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D051901,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D051022,太阳崇拜；荷鲁斯信仰；死亡与亡灵；亡灵文学,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、亡灵文学”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:horus；死亡与亡灵:ba；亡灵文学:tb,rule_based
D053595,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D051744,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D053556,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba,rule_based
D053339,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D051843,太阳崇拜；荷鲁斯信仰；死亡与亡灵；敌人与冲突,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、敌人与冲突”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；敌人与冲突:triumph,rule_based
D050252,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D051422,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D050983,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D052854,神祇信仰；荷鲁斯信仰；死亡与亡灵,该文本涉及“神祇信仰、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,神祇信仰:ntr；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D053251,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D053826,奥西里斯信仰；太阳崇拜；荷鲁斯信仰；阿蒙信仰；死亡与亡灵；祭祀供奉；职业身份,该文本涉及“奥西里斯信仰、太阳崇拜、荷鲁斯信仰、阿蒙信仰、死亡与亡灵、祭祀供奉、职业身份”等主题，来源语料为 bbawtotenlit。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可能涉及供品、祭祀仪式或神庙宗教实践。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,奥西里斯信仰:osiris；太阳崇拜:ra；荷鲁斯信仰:horus；阿蒙信仰:jmn；死亡与亡灵:ba；祭祀供奉:htp；职业身份:priest,rule_based
D053287,奥西里斯信仰；荷鲁斯信仰；阿蒙信仰；死亡与亡灵；祭祀供奉,该文本涉及“奥西里斯信仰、荷鲁斯信仰、阿蒙信仰、死亡与亡灵、祭祀供奉”等主题，来源语料为 bbawtotenlit。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及供品、祭祀仪式或神庙宗教实践。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,奥西里斯信仰:osiris；荷鲁斯信仰:hr；阿蒙信仰:jmn；死亡与亡灵:ba；祭祀供奉:htp,rule_based
D053113,奥西里斯信仰；阿蒙信仰；死亡与亡灵,该文本涉及“奥西里斯信仰、阿蒙信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,奥西里斯信仰:osiris；阿蒙信仰:jmn；死亡与亡灵:ba,rule_based
D053469,奥西里斯信仰；阿蒙信仰；死亡与亡灵；祭祀供奉,该文本涉及“奥西里斯信仰、阿蒙信仰、死亡与亡灵、祭祀供奉”等主题，来源语料为 bbawtotenlit。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及供品、祭祀仪式或神庙宗教实践。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,奥西里斯信仰:osiris；阿蒙信仰:jmn；死亡与亡灵:ba；祭祀供奉:opfer,rule_based
D051542,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D052178,太阳崇拜；荷鲁斯信仰；死亡与亡灵；生命与保护,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、生命与保护”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:mwt；生命与保护:anh,rule_based
D052565,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D050686,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D051414,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D050794,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D050798,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D050650,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:horus；死亡与亡灵:ba,rule_based
D051103,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D052514,太阳崇拜；荷鲁斯信仰；阿蒙信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、阿蒙信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:horus；阿蒙信仰:jmn；死亡与亡灵:ba,rule_based
D053184,神祇信仰；太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“神祇信仰、太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,神祇信仰:ntr；太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D052481,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D050132,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；死亡与亡灵:ba,rule_based
D053055,神祇信仰；奥西里斯信仰；太阳崇拜；荷鲁斯信仰；阿蒙信仰；死亡与亡灵；祭祀供奉；职业身份,该文本涉及“神祇信仰、奥西里斯信仰、太阳崇拜、荷鲁斯信仰、阿蒙信仰、死亡与亡灵、祭祀供奉、职业身份”等主题，来源语料为 bbawtotenlit。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可能涉及供品、祭祀仪式或神庙宗教实践。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,神祇信仰:ntr；奥西里斯信仰:osiris；太阳崇拜:re；荷鲁斯信仰:hr；阿蒙信仰:jmn；死亡与亡灵:ba；祭祀供奉:htp；职业身份:priest,rule_based
D051893,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D049795,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D050241,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D050293,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；死亡与亡灵:ba,rule_based
D050493,死亡与亡灵；亡灵文学,该文本涉及“死亡与亡灵、亡灵文学”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba；亡灵文学:tb,rule_based
D049823,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D050406,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D050070,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D052534,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；死亡与亡灵:ba,rule_based
D053800,神祇信仰；奥西里斯信仰；太阳崇拜；荷鲁斯信仰；阿蒙信仰；死亡与亡灵,该文本涉及“神祇信仰、奥西里斯信仰、太阳崇拜、荷鲁斯信仰、阿蒙信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,神祇信仰:ntr；奥西里斯信仰:osiris；太阳崇拜:ra；荷鲁斯信仰:hr；阿蒙信仰:amun；死亡与亡灵:ba,rule_based
D051044,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba,rule_based
D053839,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D050392,死亡与亡灵；自然宇宙,该文本涉及“死亡与亡灵、自然宇宙”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba；自然宇宙:star,rule_based
D051823,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D051048,死亡与亡灵；祭祀供奉,该文本涉及“死亡与亡灵、祭祀供奉”等主题，来源语料为 bbawtotenlit。文本可能涉及供品、祭祀仪式或神庙宗教实践。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba；祭祀供奉:htp,rule_based
D052619,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:horus；死亡与亡灵:ba,rule_based
D050817,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；死亡与亡灵:ba,rule_based
D050104,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；死亡与亡灵:ba,rule_based
D049815,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D052646,奥西里斯信仰；太阳崇拜；荷鲁斯信仰；阿蒙信仰；死亡与亡灵,该文本涉及“奥西里斯信仰、太阳崇拜、荷鲁斯信仰、阿蒙信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,奥西里斯信仰:osiris；太阳崇拜:re；荷鲁斯信仰:hr；阿蒙信仰:jmn；死亡与亡灵:ba,rule_based
D049874,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；死亡与亡灵:ba,rule_based
D052165,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D050847,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D052054,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；死亡与亡灵:ba,rule_based
D052029,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D050912,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D053441,神祇信仰；太阳崇拜；荷鲁斯信仰；阿蒙信仰；死亡与亡灵；职业身份,该文本涉及“神祇信仰、太阳崇拜、荷鲁斯信仰、阿蒙信仰、死亡与亡灵、职业身份”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,神祇信仰:ntr；太阳崇拜:re；荷鲁斯信仰:hr；阿蒙信仰:amun；死亡与亡灵:ba；职业身份:priest,rule_based
D052064,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:horus；死亡与亡灵:ba,rule_based
D052609,太阳崇拜；荷鲁斯信仰；死亡与亡灵,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
D052912,太阳崇拜；荷鲁斯信仰；死亡与亡灵；祭祀供奉；职业身份,该文本涉及“太阳崇拜、荷鲁斯信仰、死亡与亡灵、祭祀供奉、职业身份”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可能涉及供品、祭祀仪式或神庙宗教实践。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；祭祀供奉:ritual；职业身份:priest,rule_based
D051604,神祇信仰；荷鲁斯信仰；阿蒙信仰；死亡与亡灵,该文本涉及“神祇信仰、荷鲁斯信仰、阿蒙信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,神祇信仰:ntr；荷鲁斯信仰:hr；阿蒙信仰:jmn；死亡与亡灵:ba,rule_based
D051521,太阳崇拜；死亡与亡灵,该文本涉及“太阳崇拜、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,太阳崇拜:re；死亡与亡灵:ba,rule_based
D050869,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D051736,死亡与亡灵,该文本涉及“死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,死亡与亡灵:ba,rule_based
D053257,荷鲁斯信仰；死亡与亡灵；祭祀供奉,该文本涉及“荷鲁斯信仰、死亡与亡灵、祭祀供奉”等主题，来源语料为 bbawtotenlit。文本可能涉及供品、祭祀仪式或神庙宗教实践。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba；祭祀供奉:opfer,rule_based
D052885,奥西里斯信仰；太阳崇拜；荷鲁斯信仰；死亡与亡灵；生命与保护,该文本涉及“奥西里斯信仰、太阳崇拜、荷鲁斯信仰、死亡与亡灵、生命与保护”等主题，来源语料为 bbawtotenlit。文本可能与奥西里斯神话、死亡复活或亡灵信仰相关。文本可能涉及太阳神、光明、再生或王权神学。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,奥西里斯信仰:osiris；太阳崇拜:ra；荷鲁斯信仰:hr；死亡与亡灵:ba；生命与保护:anh,rule_based
D052161,荷鲁斯信仰；死亡与亡灵,该文本涉及“荷鲁斯信仰、死亡与亡灵”等主题，来源语料为 bbawtotenlit。文本可作为古埃及来世观念、亡灵身份或死后世界相关证据。,荷鲁斯信仰:hr；死亡与亡灵:ba,rule_based
